Position,Candidate,Party,Votes,% Vote Share,Registered Votes,Valid Votes,Rejected  Votes,Turnout,constituency,Assembly,Year
13,Haji Rahim Khan,IND,939,1,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
14,Malik M. Naseer Khan,IND,831,1,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
15,Asghar Hussain,IND,583,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
16,M. Hussain,IND,504,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
17,Tariq Hussain,IND,349,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
18,Haji Sardar Khan,IND,344,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
19,Mehdi Hussain,IND,312,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
20,Mohabat Khan Bangash,IND,288,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
21,Allauddin,IND,241,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
22,Syed Sadiq Ali Shah,IND,217,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
23,Malik Mohabat Khan,IND,192,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
24,Ghadir Hussain,IND,157,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
25,Nazir Hussain Hazara,IND,130,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
26,Ali Muhammad,IND,86,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
27,Haji Ghani-ur-Rehman,IND,83,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
28,Niaz Muhammad,IND,82,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
29,Zaman Khan,IND,79,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
30,Dawood Khan,IND,77,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
31,Zawar Jan,IND,72,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
32,Malik Zafar Khan,IND,70,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
33,M. Hussain,IND,68,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
34,Rishmin Khan,IND,61,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
35,Haji Gulbat Khan,IND,58,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
36,Haji Mansab Ali Khan,IND,57,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
37,Abdul Bari,IND,57,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
38,Khaista Jan,IND,53,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
39,Syed Sarfa raz Ali Shah,IND,52,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
40,Habib Jan,IND,47,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
41,Malik Gul Akbar,IND,47,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
42,Haji Fazal Maula,IND,42,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
43,Malik Munir Khan,IND,41,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
44,Shah Wali,IND,40,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
45,Mula Jan,IND,39,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
46,Malik Machaki Khan,IND,38,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
47,Siyal Khan,IND,37,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
48,Habib Hussain,IND,35,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
49,Sabir Jan,IND,35,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
50,Wali Khan,IND,34,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
51,Capt. (R) Noor Afridi,IND,31,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
52,Rahmat Khan,IND,30,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
53,Farman Ali,IND,29,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
54,Haji M. Alam Khan,IND,27,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
55,Haji Muzafar Khan,IND,26,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
56,Wrakhmin Badshah,IND,26,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
57,Haji Pir Badshah,IND,25,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
58,Syed Zahir Shah,IND,25,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
59,Umer Khan,IND,25,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
60,Dr. Gul Manan,IND,24,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
61,Malik Ashraf Khan,IND,24,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
62,Haji Sher Hassan,IND,23,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
63,M. Yusuf,IND,23,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
64,Tahir Hussain,IND,22,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
65,Malik Hanif Jan,IND,22,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
66,Shah Noor,IND,21,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
67,Malik Saifullah Khan Orakzai,IND,21,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
68,Haji Hamid Khan,IND,20,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
69,Haji Sultan Muhammad,IND,20,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
70,M. Habib Khan,IND,20,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
71,Dr. Abdul Janan,IND,19,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
72,Malik Khaista Jan,IND,19,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
73,Khadi Khan,IND,17,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
74,Said Aslam Khan,IND,17,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
75,Abdul Manan,IND,16,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
76,M. Samar Din,IND,16,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
77,Haji M. Sharif,IND,15,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
78,Haji Suhbat Khan Orakzai,IND,14,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
79,Haji Gul Said,IND,14,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
80,Dr. M. Aslam Khan,IND,14,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
81,Ghulam Nabi Khan,IND,14,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
82,Akhunzada M. Akram,IND,13,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
83,Malik Fakhar Zaman,IND,13,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
84,Arbab Khan,IND,12,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
85,Akbar Jan,IND,12,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
86,Hayat Khan,IND,12,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
87,Malik Mehboob Ali Khan,IND,12,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
88,Malik Hamza Khan,IND,11,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
89,Malik Said Abbas,IND,11,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
90,Maj. (R) Sabit Hussain,IND,11,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
91,Mula Jan,IND,11,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
92,Haji M. Zaman,IND,9,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
93,Dr. Syed Mumtaz Hussain Shah,IND,8,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
94,Musa Jan,IND,8,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
95,Noor Akbar,IND,8,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
96,Malik Gul Badshah,IND,7,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
97,Nawar Khan,IND,7,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
98,Eng. Akhundzada M. Nawaz,IND,6,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
99,Khewa Khan,IND,6,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
Winner,Syed Munir Said,IND,9714,26,117639,37009,11,31%,NA-29 Tribal Area-III (Orakzai Agency),National,1997
2,M. Azad Gul,IND,8096,22,117639,37009,11,31%,NA-29 Tribal Area-III (Orakzai Agency),National,1997
3,M. Afzal,IND,4012,11,117639,37009,11,31%,NA-29 Tribal Area-III (Orakzai Agency),National,1997
4,Khan Afzal,IND,3994,11,117639,37009,11,31%,NA-29 Tribal Area-III (Orakzai Agency),National,1997
5,Col. (R) Amanullah Khan,IND,3481,9,117639,37009,11,31%,NA-29 Tribal Area-III (Orakzai Agency),National,1997
6,Shah Iran,IND,2621,7,117639,37009,11,31%,NA-29 Tribal Area-III (Orakzai Agency),National,1997
7,M. Nawaz,IND,2447,7,117639,37009,11,31%,NA-29 Tribal Area-III (Orakzai Agency),National,1997
8,M. Zarin,IND,1540,4,117639,37009,11,31%,NA-29 Tribal Area-III (Orakzai Agency),National,1997
9,M. Amin,IND,861,2,117639,37009,11,31%,NA-29 Tribal Area-III (Orakzai Agency),National,1997
10,Speen Gul,IND,243,1,117639,37009,11,31%,NA-29 Tribal Area-III (Orakzai Agency),National,1997
Winner,M. Dindar,IND,22721,44,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
2,M. Ajmal Khan,IND,13376,26,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
3,Said Azam,IND,4564,9,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
4,M. Sharif,IND,2533,5,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
5,Rehman Gul,IND,2142,4,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
6,Noor Janat Gul,IND,1807,4,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
7,Mashar Khan,IND,924,2,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
8,Khan Azhar,IND,667,1,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
9,M. Yaqoob Khan,IND,239,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
10,Samar Gul,IND,233,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
11,Sherin Akbar,IND,205,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
12,M. Sher,IND,174,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
13,M. Asghar Khan,IND,154,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
14,M. Sharif Khan,IND,123,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
15,Syed Mustafa Kamal,IND,105,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
16,Awaz Khan,IND,95,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
17,Jehanzeb,IND,84,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
18,Said Noor Khan,IND,76,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
19,Amal Zar,IND,72,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
20,Mamoor Khan,IND,63,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
21,M. Hashim,IND,55,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
22,Janat Rehman,IND,52,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
23,Arsalla Khan,IND,34,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
24,Zarmali Khan,IND,28,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
25,Rasool Din,IND,27,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
26,Nadir Khan,IND,12,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
27,Nasrullah Khan,IND,11,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
28,Niamatullah Khan,IND,8,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
29,Ashrafullah,IND,7,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
30,Munawar Khan,IND,7,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
31,Khurshid Muhammad,IND,6,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
32,Khalifa Abdul Latif,IND,4,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
33,Noor M. Khan,IND,4,0,120759,50612,614,42%,NA-30 Tribal Area-IV (North Waziristan Agency),National,1997
Winner,Molana Noor Muhammad,IND,25604,31,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
2,Gen. (R) Alam Jan Mahsud,IND,15466,19,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
3,Abdul Qayoom Khan,IND,10060,12,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
4,Raza Khan,IND,9308,11,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
5,Molana M. Saleh Shah,IND,4967,6,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
6,Anwar Kamal Wazir,IND,4202,5,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
7,Malik Mirza Alam Khan,IND,2902,4,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
8,Aziz-ul-Hussain Wazir,IND,2534,3,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
9,Saleem Khan,IND,1154,1,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
10,M. Zaman Mahsud,IND,1063,1,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
11,Haji Dashat Khan,IND,641,1,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
12,Ghalib Khan,IND,496,1,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
13,M. Zaman,IND,420,1,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
14,Feroz Khan,IND,303,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
15,Dilawar Khan,IND,192,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
16,M. Amin Khan,IND,139,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
17,Maazullah Khan,IND,131,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
18,Abdul Karim Khan Mahsud,IND,120,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
19,Khurshid Alam Khan,IND,100,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
20,Atlas Khan,IND,91,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
21,Jalal Khan,IND,65,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
22,Sardar Hassan Khan,IND,55,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
23,Alamzeb Khan,IND,50,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
24,Babo Khan,IND,46,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
25,Haji M. Kalam Khan,IND,31,0,420275,80140,2396,20%,NA-31 Tribal Area-V (South Waziristan Agency),National,1997
Winner,Haji Lal Karim,IND,14519,28,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
2,Mian Shah Jehan,IND,8009,16,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
3,M. Dawood Khan,IND,5631,11,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
4,Bismillah Khan,IND,5380,10,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
5,Shahabuddin Khan,IND,3748,7,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
6,Haji Gulzada,IND,2433,5,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
7,Molvi Abdul Haleem,IND,2388,5,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
8,Said Abdul Manan jan,IND,1089,2,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
9,M. Akbar,IND,727,1,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
10,Malik Mahboob Jan,IND,680,1,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
11,Umar Khitab Sharifkhanvi,IND,566,1,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
12,M. Nawaz Khan,IND,565,1,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
13,Eng. Afsar Khan,IND,535,1,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
14,Akhunzada Chittan,IND,487,1,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
15,Burhanuddin Khan,IND,484,1,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
16,Mian Habib-ur-Rehman,IND,479,1,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
17,Eng. Fazli Karim,IND,400,1,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
18,Khaista Gul,IND,307,1,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
19,M. Ihsanullah,IND,257,0,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
20,Haji Rahman,IND,254,0,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
21,Hazrat Rasool,IND,247,0,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
22,Bashirullah,IND,191,0,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
23,M. Rahim,IND,179,0,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
24,Hafiz M. Jan,IND,177,0,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
25,Adam Khan,IND,170,0,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
26,Sahabzada Bahauddin,IND,142,0,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
27,Malik Khanzeb,IND,45,0,78736,50089,1319,65%,NA-32 Tribal Area-VI (Bajaur Agency),National,1997
Winner,Abdul Latif Afridi,IND,16075,21,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
2,Noor-ul-Haq Qadri,IND,14745,19,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
3,Malik Darya Khan Zakhakhel,IND,7270,10,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
4,Eng. Noor Alam,IND,6869,9,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
5,Mian Gul Afridi,IND,5844,8,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
6,Haji M. Shah Afridi,IND,4634,6,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
7,Rashid Gul,IND,3182,4,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
8,Imran Khan Afridi,IND,2764,4,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
9,Sahabzada S. M. Umar Banori,IND,2485,3,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
10,Haji Ahmad Khan Kukikhel,IND,2203,3,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
11,Faizullah Shah,IND,1544,2,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
12,Akhunzada M. Anwar,IND,1333,2,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
13,Ali Akbar,IND,1063,1,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
14,Pir Roohullah Shah Banori,IND,655,1,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
15,Dr. Nusrat Ali Afridi,IND,584,1,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
16,Saidra Hassan,IND,362,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
17,Malik Waris Khan Afridi,IND,343,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
18,Khursheed Khan Afridi,IND,320,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
19,Abdul Rafiq,IND,282,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
20,Haji Nawab Khan,IND,269,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
21,Naveed Kamal,IND,266,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
22,Afrasiab Afridi,IND,252,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
23,Maj. (R) Bakhat H. Shinwari,IND,252,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
24,Saif-ur-Rehman Shinwari,IND,245,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
25,Rafiullah Shinwari,IND,229,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
26,Saidan Shah Shinwari,IND,184,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
27,Ziarat Khan Zakhakhel,IND,121,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
28,M. Hashim Khan,IND,90,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
29,Akhtar Jan,IND,89,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
30,Sharbat Ali,IND,56,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
31,Inayatullah Afridi,IND,51,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
32,Khitab Gul Shinwari,IND,22,0,189533,74683,983,40%,NA-33 Tribal Area-VII (Khyber Agency),National,1997
Winner,Malik Haji Baz Gul Afridi,IND,16670,31,184840,53613,473,29%,NA-34 Tribal Area-VIII (Tribal areas attached to Peshawar Kohat Bannu Dera Ismail Khan Tank and Lakki Marwat districts),National,1997
